species_id	contig	pos
Parabacteroides_merdae_56972	NZ_DS264542	175441
Parabacteroides_merdae_56972	NZ_DS264527	14656
Parabacteroides_merdae_56972	NZ_DS264527	14818
Parabacteroides_merdae_56972	NZ_DS264527	14812
Parabacteroides_merdae_56972	NZ_DS264527	14924
Parabacteroides_merdae_56972	NZ_DS264527	258678
Parabacteroides_merdae_56972	NZ_DS264494	81760
Parabacteroides_merdae_56972	NZ_DS264494	81767
Parabacteroides_merdae_56972	NZ_DS264540	271514
Parabacteroides_merdae_56972	NZ_DS264461	166347
Parabacteroides_merdae_56972	NZ_DS264461	168327
Parabacteroides_merdae_56972	NZ_DS264461	167010
Parabacteroides_merdae_56972	NZ_DS264461	170301
Parabacteroides_merdae_56972	NZ_DS264461	163782
Parabacteroides_merdae_56972	NZ_DS264461	160729
Parabacteroides_merdae_56972	NZ_DS264461	160867
Parabacteroides_merdae_56972	NZ_DS264461	160720
Parabacteroides_merdae_56972	NZ_DS264461	160744
Parabacteroides_merdae_56972	NZ_DS264461	160661
Parabacteroides_merdae_56972	NZ_DS264461	324067
Parabacteroides_merdae_56972	NZ_DS264461	289011
Parabacteroides_merdae_56972	NZ_DS264492	79176
Parabacteroides_merdae_56972	NZ_DS264492	80539
Parabacteroides_merdae_56972	NZ_DS264492	83444
Parabacteroides_merdae_56972	NZ_DS264544	40587
Parabacteroides_merdae_56972	NZ_DS264461	332513
Parabacteroides_merdae_56972	NZ_DS264461	332588
Parabacteroides_merdae_56972	NZ_DS264546	249331
Parabacteroides_merdae_56972	NZ_DS264546	249478
Parabacteroides_merdae_56972	NZ_DS264546	249241
Parabacteroides_merdae_56972	NZ_DS264546	249547
Parabacteroides_merdae_56972	NZ_DS264546	249754
Parabacteroides_merdae_56972	NZ_DS264546	249509
Parabacteroides_merdae_56972	NZ_DS264546	250797
Parabacteroides_merdae_56972	NZ_DS264546	252755
Parabacteroides_merdae_56972	NZ_DS264546	252767
Parabacteroides_merdae_56972	NZ_DS264546	252791
Parabacteroides_merdae_56972	NZ_DS264546	252848
Parabacteroides_merdae_56972	NZ_DS264546	253559
Parabacteroides_merdae_56972	NZ_DS264546	253571
Parabacteroides_merdae_56972	NZ_DS264546	253640
Parabacteroides_merdae_56972	NZ_DS264546	253970
Parabacteroides_merdae_56972	NZ_DS264546	254129
Parabacteroides_merdae_56972	NZ_DS264546	254139
Parabacteroides_merdae_56972	NZ_DS264546	254015
Parabacteroides_merdae_56972	NZ_DS264546	254060
Parabacteroides_merdae_56972	NZ_DS264546	253477
Parabacteroides_merdae_56972	NZ_DS264546	253903
Parabacteroides_merdae_56972	NZ_DS264518	294594
Parabacteroides_merdae_56972	NZ_DS264518	294601
Parabacteroides_merdae_56972	NZ_DS264518	294609
Parabacteroides_merdae_56972	NZ_DS264518	294588
Parabacteroides_merdae_56972	NZ_DS264518	294597
Parabacteroides_merdae_56972	NZ_DS264518	294600
Parabacteroides_merdae_56972	NZ_DS264540	130645
Parabacteroides_merdae_56972	NZ_DS264540	130630
Parabacteroides_merdae_56972	NZ_DS264527	72833
Parabacteroides_merdae_56972	NZ_DS264546	36653
Parabacteroides_merdae_56972	NZ_DS264518	216616
Parabacteroides_merdae_56972	NZ_DS264518	216605
Parabacteroides_merdae_56972	NZ_DS264527	82570
Parabacteroides_merdae_56972	NZ_DS264540	245572
Parabacteroides_merdae_56972	NZ_DS264540	245575
Parabacteroides_merdae_56972	NZ_DS264475	151875
Parabacteroides_merdae_56972	NZ_DS264492	122662
Parabacteroides_merdae_56972	NZ_DS264492	122710
Parabacteroides_merdae_56972	NZ_DS264492	122746
Parabacteroides_merdae_56972	NZ_DS264461	116407
Parabacteroides_merdae_56972	NZ_DS264475	173436
Parabacteroides_merdae_56972	NZ_DS264475	172941
Parabacteroides_merdae_56972	NZ_DS264475	172244
Parabacteroides_merdae_56972	NZ_DS264475	173182
Parabacteroides_merdae_56972	NZ_DS264527	87991
Parabacteroides_merdae_56972	NZ_DS264527	87988
Parabacteroides_merdae_56972	NZ_DS264541	221321
Parabacteroides_merdae_56972	NZ_DS264541	221939
Parabacteroides_merdae_56972	NZ_DS264541	221323
Parabacteroides_merdae_56972	NZ_DS264542	325033
Parabacteroides_merdae_56972	NZ_DS264461	291261
Parabacteroides_merdae_56972	NZ_DS264460	63432
Parabacteroides_merdae_56972	NZ_DS264524	18919
Parabacteroides_merdae_56972	NZ_DS264524	18947
Parabacteroides_merdae_56972	NZ_DS264542	50179
Parabacteroides_merdae_56972	NZ_DS264461	300946
Parabacteroides_merdae_56972	NZ_DS264540	299280
Parabacteroides_merdae_56972	NZ_DS264540	299878
Parabacteroides_merdae_56972	NZ_DS264540	299893
Parabacteroides_merdae_56972	NZ_DS264540	299896
Parabacteroides_merdae_56972	NZ_DS264540	299899
Parabacteroides_merdae_56972	NZ_DS264540	296772
Parabacteroides_merdae_56972	NZ_DS264461	219628
Parabacteroides_merdae_56972	NZ_DS264461	219627
Parabacteroides_merdae_56972	NZ_DS264461	219757
Alistipes_onderdonkii_55464	ARFY01000020	80347
Alistipes_onderdonkii_55464	ARFY01000030	328411
Alistipes_onderdonkii_55464	ARFY01000027	85080
Alistipes_onderdonkii_55464	ARFY01000032	520733
Bacteroides_xylanisolvens_57185	NZ_EQ973251	185755
Faecalibacterium_prausnitzii_57453	NZ_DS483501	124926
Faecalibacterium_prausnitzii_57453	NZ_DS483501	124227
Faecalibacterium_prausnitzii_57453	NZ_DS483501	124890
Faecalibacterium_prausnitzii_57453	NZ_DS483497	49842
Faecalibacterium_prausnitzii_57453	NZ_DS483497	47448
Faecalibacterium_prausnitzii_57453	NZ_DS483503	12500
Faecalibacterium_prausnitzii_57453	NZ_DS483503	14260
Faecalibacterium_prausnitzii_57453	NZ_DS483503	14259
Faecalibacterium_prausnitzii_57453	NZ_DS483500	153129
Faecalibacterium_prausnitzii_57453	NZ_DS483500	130115
Faecalibacterium_prausnitzii_57453	NZ_DS483495	57215
Faecalibacterium_prausnitzii_57453	NZ_DS483495	57126
Faecalibacterium_prausnitzii_57453	NZ_DS483499	122757
Faecalibacterium_prausnitzii_57453	NZ_DS483503	118246
Faecalibacterium_prausnitzii_57453	NZ_DS483501	38685
Faecalibacterium_prausnitzii_57453	NZ_DS483503	952190
Faecalibacterium_prausnitzii_57453	NZ_DS483500	39256
Faecalibacterium_prausnitzii_57453	NZ_DS483500	39247
Faecalibacterium_prausnitzii_57453	NZ_DS483500	39259
Faecalibacterium_prausnitzii_57453	NZ_DS483500	61789
Faecalibacterium_prausnitzii_57453	NZ_DS483494	4929
Faecalibacterium_prausnitzii_57453	NZ_DS483494	4927
Faecalibacterium_prausnitzii_57453	NZ_DS483494	5530
Faecalibacterium_prausnitzii_57453	NZ_DS483494	5545
Faecalibacterium_prausnitzii_57453	NZ_DS483494	5614
Faecalibacterium_prausnitzii_57453	NZ_DS483494	5734
Faecalibacterium_prausnitzii_57453	NZ_DS483502	1834
Faecalibacterium_prausnitzii_57453	NZ_DS483502	2017
Faecalibacterium_prausnitzii_57453	NZ_DS483502	2065
Faecalibacterium_prausnitzii_57453	NZ_DS483502	2110
Faecalibacterium_prausnitzii_57453	NZ_DS483502	2143
Faecalibacterium_prausnitzii_57453	NZ_DS483502	1804
Faecalibacterium_prausnitzii_57453	NZ_DS483503	516913
Faecalibacterium_prausnitzii_57453	NZ_DS483503	516946
Faecalibacterium_prausnitzii_57453	NZ_DS483503	519994
Faecalibacterium_prausnitzii_57453	NZ_DS483503	519975
Faecalibacterium_prausnitzii_57453	NZ_DS483503	519624
Faecalibacterium_prausnitzii_57453	NZ_DS483503	519786
Faecalibacterium_prausnitzii_57453	NZ_DS483503	521476
Faecalibacterium_prausnitzii_57453	NZ_DS483498	11033
Faecalibacterium_prausnitzii_57453	NZ_DS483498	15760
Faecalibacterium_prausnitzii_57453	NZ_DS483482	388437
Faecalibacterium_prausnitzii_57453	NZ_DS483497	86403
Faecalibacterium_prausnitzii_57453	NZ_DS483500	136580
Faecalibacterium_prausnitzii_57453	NZ_DS483503	397632
Faecalibacterium_prausnitzii_57453	NZ_DS483482	32698
Faecalibacterium_prausnitzii_57453	NZ_DS483501	118915
Faecalibacterium_prausnitzii_57453	NZ_DS483501	119863
Faecalibacterium_prausnitzii_57453	NZ_DS483501	120214
Faecalibacterium_prausnitzii_57453	NZ_DS483501	120220
Faecalibacterium_prausnitzii_57453	NZ_DS483501	120230
Faecalibacterium_prausnitzii_57453	NZ_DS483501	118918
Faecalibacterium_prausnitzii_57453	NZ_DS483501	120181
Faecalibacterium_prausnitzii_57453	NZ_DS483501	120229
Faecalibacterium_prausnitzii_57453	NZ_DS483501	120235
Coprococcus_comes_61587	NZ_GG662014	110529
Coprococcus_comes_61587	NZ_GG662014	110368
Coprococcus_comes_61587	NZ_GG662014	108543
Coprococcus_comes_61587	NZ_GG662014	108540
Coprococcus_comes_61587	NZ_GG662014	108536
Coprococcus_comes_61587	NZ_GG662010	216301
Odoribacter_splanchnicus_62174	NC_015160	1620838
Bacteroides_finegoldii_57739	NZ_GG688335	79245
Bacteroides_finegoldii_57739	NZ_GG688322	163279
Bacteroides_finegoldii_57739	NZ_GG688330	118996
Bacteroides_finegoldii_57739	NZ_GG688330	118935
Bacteroides_finegoldii_57739	NZ_GG688322	39815
Bacteroides_finegoldii_57739	NZ_GG688323	98639
Bacteroides_finegoldii_57739	NZ_GG688325	89983
Bacteroides_finegoldii_57739	NZ_GG688322	89207
Faecalibacterium_prausnitzii_61481	NZ_GG697150	22178
Faecalibacterium_prausnitzii_61481	NZ_GG697150	22247
Faecalibacterium_prausnitzii_61481	NZ_GG697150	22428
Faecalibacterium_prausnitzii_61481	NZ_GG697150	22196
Faecalibacterium_prausnitzii_61481	NZ_GG697150	22180
Faecalibacterium_prausnitzii_61481	NZ_GG697150	22335
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554661
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554778
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554826
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554874
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555218
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555483
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554490
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554700
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554703
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554847
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555012
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555021
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555030
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555810
Faecalibacterium_prausnitzii_61481	NZ_GG697150	554750
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555140
Faecalibacterium_prausnitzii_61481	NZ_GG697150	555172
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332471
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332468
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332501
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332528
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332711
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332768
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332356
Faecalibacterium_prausnitzii_61481	NZ_GG697150	332703
Faecalibacterium_prausnitzii_61481	NZ_GG697150	18087
Faecalibacterium_prausnitzii_61481	NZ_GG697150	18273
Faecalibacterium_prausnitzii_61481	NZ_GG697150	17223
Faecalibacterium_prausnitzii_61481	NZ_GG697150	17289
Faecalibacterium_prausnitzii_61481	NZ_GG697150	17496
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217190
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217235
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217325
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217519
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216929
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217070
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217220
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217307
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217337
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217340
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217649
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217754
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217781
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216954
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216955
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216963
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216970
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217002
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217156
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217188
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217606
Faecalibacterium_prausnitzii_61481	NZ_GG697150	217671
Faecalibacterium_prausnitzii_61481	NZ_GG697150	220487
Faecalibacterium_prausnitzii_61481	NZ_GG697150	220511
Faecalibacterium_prausnitzii_61481	NZ_GG697150	220703
Faecalibacterium_prausnitzii_61481	NZ_GG697150	220371
Faecalibacterium_prausnitzii_61481	NZ_GG697150	220492
Faecalibacterium_prausnitzii_61481	NZ_GG697156	47337
Faecalibacterium_prausnitzii_61481	NZ_GG697156	47412
Faecalibacterium_prausnitzii_61481	NZ_GG697156	47016
Faecalibacterium_prausnitzii_61481	NZ_GG697156	47046
Faecalibacterium_prausnitzii_61481	NZ_GG697156	47268
Faecalibacterium_prausnitzii_61481	NZ_GG697156	47340
Faecalibacterium_prausnitzii_61481	NZ_GG697156	46993
Faecalibacterium_prausnitzii_61481	NZ_GG697156	46064
Faecalibacterium_prausnitzii_61481	NZ_GG697156	39317
Faecalibacterium_prausnitzii_61481	NZ_GG697156	38435
Faecalibacterium_prausnitzii_61481	NZ_GG697156	38828
Faecalibacterium_prausnitzii_61481	NZ_GG697156	38149
Faecalibacterium_prausnitzii_61481	NZ_GG697156	38270
Faecalibacterium_prausnitzii_61481	NZ_GG697156	38092
Faecalibacterium_prausnitzii_61481	NZ_GG697156	38116
Faecalibacterium_prausnitzii_61481	NZ_GG697156	37683
Faecalibacterium_prausnitzii_61481	NZ_GG697156	37701
Faecalibacterium_prausnitzii_61481	NZ_GG697156	37680
Faecalibacterium_prausnitzii_61481	NZ_GG697156	44749
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45193
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45385
Faecalibacterium_prausnitzii_61481	NZ_GG697156	44818
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45037
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45043
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45280
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45604
Faecalibacterium_prausnitzii_61481	NZ_GG697156	44195
Faecalibacterium_prausnitzii_61481	NZ_GG697156	44741
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45320
Faecalibacterium_prausnitzii_61481	NZ_GG697156	45656
Faecalibacterium_prausnitzii_61481	NZ_GG697156	42913
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43393
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43396
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43413
Faecalibacterium_prausnitzii_61481	NZ_GG697156	42622
Faecalibacterium_prausnitzii_61481	NZ_GG697156	42751
Faecalibacterium_prausnitzii_61481	NZ_GG697156	42811
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43240
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43423
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43438
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43160
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43191
Faecalibacterium_prausnitzii_61481	NZ_GG697156	43337
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41244
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41922
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41961
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41602
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41650
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41710
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41713
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41803
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41911
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41986
Faecalibacterium_prausnitzii_61481	NZ_GG697156	42028
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41241
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41414
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41430
Faecalibacterium_prausnitzii_61481	NZ_GG697156	41447
Faecalibacterium_prausnitzii_61481	NZ_GG697156	39764
Faecalibacterium_prausnitzii_61481	NZ_GG697156	40649
Faecalibacterium_prausnitzii_61481	NZ_GG697156	40769
Faecalibacterium_prausnitzii_61481	NZ_GG697156	40586
Faecalibacterium_prausnitzii_61481	NZ_GG697156	40727
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216406
Faecalibacterium_prausnitzii_61481	NZ_GG697150	216449
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121185
Faecalibacterium_prausnitzii_61481	NZ_GG697153	120921
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121158
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121194
Faecalibacterium_prausnitzii_61481	NZ_GG697153	120084
Faecalibacterium_prausnitzii_61481	NZ_GG697153	120088
Faecalibacterium_prausnitzii_61481	NZ_GG697153	120324
Faecalibacterium_prausnitzii_61481	NZ_GG697153	120049
Faecalibacterium_prausnitzii_61481	NZ_GG697153	120286
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119099
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119105
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119420
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119078
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119093
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119177
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119408
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119092
Faecalibacterium_prausnitzii_61481	NZ_GG697153	119203
Faecalibacterium_prausnitzii_61481	NZ_GG697153	117485
Faecalibacterium_prausnitzii_61481	NZ_GG697153	117842
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118007
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118217
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118247
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118577
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118664
Faecalibacterium_prausnitzii_61481	NZ_GG697153	117890
Faecalibacterium_prausnitzii_61481	NZ_GG697153	117896
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118151
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118163
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118469
Faecalibacterium_prausnitzii_61481	NZ_GG697153	118655
Faecalibacterium_prausnitzii_61481	NZ_GG697153	117851
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124742
Faecalibacterium_prausnitzii_61481	NZ_GG697153	125099
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124763
Faecalibacterium_prausnitzii_61481	NZ_GG697153	125117
Faecalibacterium_prausnitzii_61481	NZ_GG697153	125135
Faecalibacterium_prausnitzii_61481	NZ_GG697153	123828
Faecalibacterium_prausnitzii_61481	NZ_GG697153	123858
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124128
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124191
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124199
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124389
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124527
Faecalibacterium_prausnitzii_61481	NZ_GG697153	123897
Faecalibacterium_prausnitzii_61481	NZ_GG697153	124203
Faecalibacterium_prausnitzii_61481	NZ_GG697153	123221
Faecalibacterium_prausnitzii_61481	NZ_GG697153	123918
Faecalibacterium_prausnitzii_61481	NZ_GG697153	123960
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122367
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122559
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122289
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122553
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122622
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121583
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122113
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121889
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121294
Faecalibacterium_prausnitzii_61481	NZ_GG697153	121744
Faecalibacterium_prausnitzii_61481	NZ_GG697153	122188
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127288
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127645
Faecalibacterium_prausnitzii_61481	NZ_GG697153	128092
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127048
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127369
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127405
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127795
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127858
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127867
Faecalibacterium_prausnitzii_61481	NZ_GG697153	128005
Faecalibacterium_prausnitzii_61481	NZ_GG697153	128077
Faecalibacterium_prausnitzii_61481	NZ_GG697153	127663
Faecalibacterium_prausnitzii_61481	NZ_GG697153	126294
Faecalibacterium_prausnitzii_61481	NZ_GG697153	125769
Faecalibacterium_prausnitzii_61481	NZ_GG697153	125859
Faecalibacterium_prausnitzii_61481	NZ_GG697153	126290
Faecalibacterium_prausnitzii_61481	NZ_GG697151	554060
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66180
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66279
Faecalibacterium_prausnitzii_61481	NZ_GG697155	65919
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66117
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66120
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66213
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66309
Faecalibacterium_prausnitzii_61481	NZ_GG697155	66312
Faecalibacterium_prausnitzii_61481	NZ_GG697155	64578
Faecalibacterium_prausnitzii_61481	NZ_GG697155	65223
Faecalibacterium_prausnitzii_61481	NZ_GG697155	65616
Faecalibacterium_prausnitzii_61481	NZ_GG697155	63418
Faecalibacterium_prausnitzii_61481	NZ_GG697155	63505
Faecalibacterium_prausnitzii_61481	NZ_GG697155	62158
Faecalibacterium_prausnitzii_61481	NZ_GG697155	62341
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60516
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60819
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60822
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60889
Faecalibacterium_prausnitzii_61481	NZ_GG697155	61025
Faecalibacterium_prausnitzii_61481	NZ_GG697155	61031
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59305
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59381
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59491
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59551
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59740
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59788
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60247
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59566
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59770
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59860
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59872
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59917
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60091
Faecalibacterium_prausnitzii_61481	NZ_GG697155	60289
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59465
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59776
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58542
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58632
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58633
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58677
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58806
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58824
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58680
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58860
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59028
Faecalibacterium_prausnitzii_61481	NZ_GG697155	59037
Faecalibacterium_prausnitzii_61481	NZ_GG697155	58673
